#Spectrum of SDSS J141324.27+530526.9
#downloaded from http://skyserver.sdss.org/dr16/en/tools/quicklook/summary.aspx?ra=14%2013%2024&dec=53%2005%2027
#z = 0.4563313
#Wavelength,Flux,BestFit,SkyFlux
7575.303,15.267,14.953,16.013
7577.046,14.863,14.955,6.412
7578.793,14.442,14.918,3.726
7580.537,14.572,14.940,3.332
7582.285,14.670,14.836,3.268
7584.029,14.492,14.774,3.662
7585.778,14.286,14.751,6.363
7587.523,14.454,14.720,9.330
7589.268,14.764,14.683,7.884
7591.018,14.510,14.669,4.451
7592.765,14.112,14.784,3.440
7594.516,14.573,14.731,3.442
7596.263,15.005,14.695,4.049
7598.014,14.842,14.767,11.449
7599.762,15.125,14.777,22.074
7601.511,16.369,14.816,19.569
7603.264,14.487,14.822,8.142
7605.013,14.619,14.798,4.336
7606.766,14.626,14.791,4.593
7608.516,14.379,14.778,4.522
7610.271,14.243,14.759,4.670
7612.021,13.882,14.916,4.530
7613.773,15.335,14.773,4.362
7615.528,15.396,14.697,4.007
7617.280,13.902,14.742,5.335
7619.037,14.156,14.782,8.223
7620.790,15.850,14.792,8.371
7622.547,14.845,14.869,6.117
7624.300,13.953,14.806,5.157
7626.054,14.636,14.819,5.014
7627.813,14.551,14.859,8.375
7629.568,14.452,14.866,15.629
7631.327,14.940,14.903,15.577
7633.083,14.836,14.932,7.852
7634.843,15.273,14.779,4.187
7636.599,14.769,14.859,3.627
7638.356,14.721,15.000,3.470
7640.117,14.612,14.969,3.715
7641.875,14.172,14.844,3.745
7643.637,14.401,14.812,3.735
7645.396,14.301,14.859,3.656
7647.159,14.425,14.853,3.484
7648.918,15.260,14.875,3.510
7650.677,14.744,14.918,3.454
7652.442,13.700,14.853,4.160
7654.202,15.146,14.781,5.938
7655.967,14.052,14.799,5.853
7657.728,14.870,14.880,4.019
7659.494,15.056,14.850,3.248
7661.256,14.250,14.794,4.520
7663.019,14.200,14.917,8.490
7664.786,15.403,14.885,9.474
7666.549,14.970,14.655,5.648
7668.317,14.453,14.626,3.294
7670.081,14.572,14.694,3.226
7671.850,14.352,14.688,3.212
7673.615,13.944,14.647,3.287
7675.380,14.665,14.648,3.472
7677.150,14.494,14.756,3.254
7678.916,14.484,14.780,3.069
7680.687,14.575,14.797,3.370
7682.454,14.763,14.873,3.908
7684.225,14.973,14.909,4.163
7685.993,14.957,14.836,4.526
7687.761,15.008,14.856,5.125
7689.534,15.106,15.022,5.185
7691.303,14.921,15.011,4.970
7693.077,14.940,14.892,5.242
7694.846,15.029,15.025,5.006
7696.621,14.549,15.057,4.307
7698.391,15.189,15.005,4.548
7700.162,15.041,14.962,5.963
7701.938,15.137,15.014,6.301
7703.710,15.302,15.062,4.824
7705.486,15.178,14.973,3.563
7707.259,15.229,14.986,3.502
7709.036,15.078,15.097,3.507
7710.810,15.371,15.033,7.178
7712.588,15.364,14.952,24.728
7714.362,14.843,14.951,38.996
7716.137,14.580,14.907,40.489
7717.916,15.009,14.893,43.724
7719.691,14.028,14.957,37.487
7721.472,14.588,14.925,16.343
7723.248,14.890,14.847,6.952
7725.029,14.784,14.820,9.472
7726.806,15.015,14.862,13.130
7728.584,15.245,14.960,11.605
7730.366,14.767,14.917,6.608
7732.144,14.979,14.899,4.230
7733.927,15.313,14.896,4.339
7735.706,15.390,14.863,5.333
7737.490,15.277,14.856,5.764
7739.270,15.121,14.933,4.894
7741.051,15.045,14.934,4.490
7742.836,15.039,14.850,4.214
7744.617,15.107,14.833,3.924
7746.403,15.231,14.903,4.180
7748.185,15.539,14.913,6.939
7749.972,16.067,14.839,28.515
7751.754,15.996,14.855,58.478
7753.538,15.363,14.963,51.960
7755.326,14.944,14.948,17.697
7757.110,15.077,14.899,5.552
7758.899,15.336,15.022,9.611
7760.683,15.058,14.888,20.485
7762.473,14.754,14.800,22.049
7764.259,14.621,14.777,10.929
7766.045,14.889,14.826,4.078
7767.836,14.681,14.903,3.517
7769.623,14.352,14.923,3.814
7771.414,15.320,14.930,4.420
7773.202,14.883,14.907,7.587
7774.995,14.876,14.891,10.493
7776.783,14.826,14.878,8.191
7778.572,14.606,14.842,5.275
7780.366,14.494,14.791,10.531
7782.156,14.549,14.797,15.444
7783.951,14.762,14.779,11.329
7785.741,14.936,14.863,5.306
7787.537,14.845,14.935,4.586
7789.328,14.774,14.899,4.893
7791.120,14.939,14.827,6.154
7792.917,15.129,14.790,15.069
7794.709,15.257,14.742,39.353
7796.507,14.681,14.768,44.436
7798.300,14.500,14.825,20.711
7800.099,14.803,14.831,4.952
7801.893,14.899,14.806,3.654
7803.688,14.716,14.873,3.491
7805.487,15.591,14.852,3.786
7807.283,14.828,14.873,7.035
7809.083,15.020,14.854,16.992
7810.880,15.120,14.788,19.545
7812.681,14.445,14.786,10.716
7814.478,15.170,14.742,5.086
7816.276,14.700,14.731,5.045
7818.078,14.602,14.771,4.969
7819.877,15.154,14.840,10.998
7821.680,15.930,14.835,39.819
7823.480,15.761,14.732,55.605
7825.284,14.158,14.800,32.107
7827.084,14.764,14.792,7.789
7828.884,14.636,14.768,4.385
7830.690,14.820,14.753,4.454
7832.491,14.935,14.765,4.075
7834.297,14.478,14.785,3.812
7836.100,14.460,14.653,3.956
7837.907,14.517,14.690,3.549
7839.710,14.543,14.671,5.334
7841.513,14.923,14.582,13.506
7843.321,14.735,14.539,17.818
7845.126,14.182,14.591,10.751
7846.935,14.945,14.668,4.339
7848.740,14.799,14.735,4.848
7850.550,14.969,14.715,8.710
7852.356,14.394,14.670,22.056
7854.167,14.449,14.626,49.482
7855.974,15.340,14.566,49.720
7857.781,14.629,14.615,22.890
7859.593,14.849,14.655,13.957
7861.401,14.298,14.626,23.537
7863.214,14.715,14.568,21.940
7865.023,14.865,14.572,10.287
7866.836,14.378,14.641,6.151
7868.646,15.524,14.567,11.812
7870.456,14.724,14.565,22.942
7872.271,14.210,14.603,29.814
7874.082,14.608,14.585,20.545
7875.898,14.643,14.503,6.796
7877.710,14.210,14.466,6.260
7879.526,15.015,14.571,12.916
7881.339,15.441,14.579,17.596
7883.152,14.970,14.594,16.557
7884.970,14.623,14.641,11.113
7886.784,14.693,14.720,6.396
7888.603,14.762,14.797,9.986
7890.417,14.683,14.702,23.720
7892.237,15.309,14.725,27.797
7894.052,15.195,14.633,15.002
7895.868,14.520,14.552,5.952
7897.689,14.488,14.617,4.742
7899.506,15.057,14.737,4.415
7901.328,14.624,14.766,3.929
7903.145,14.208,14.611,3.761
7904.968,14.526,14.579,4.049
7906.786,14.784,14.582,4.257
7908.605,14.608,14.536,4.358
7910.429,14.432,14.557,5.226
7912.249,14.730,14.627,18.294
7914.073,14.691,14.569,58.396
7915.894,15.816,14.528,72.703
7917.719,15.589,14.538,37.284
7919.541,15.029,14.581,12.398
7921.363,15.243,14.641,25.318
7923.189,14.478,14.657,31.584
7925.012,14.608,14.698,17.773
7926.840,14.830,14.725,5.459
7928.663,15.141,14.723,4.477
7930.491,15.000,14.712,9.890
7932.316,14.364,14.715,20.049
7934.141,14.360,14.708,19.012
7935.970,14.735,14.674,8.916
7937.796,14.083,14.541,4.011
7939.626,14.274,14.478,3.417
7941.453,14.528,14.513,3.507
7943.284,14.089,14.491,3.779
7945.111,14.476,14.483,4.305
7946.939,14.073,14.524,5.451
7948.772,14.260,14.591,10.497
7950.600,13.995,14.604,17.170
7952.434,14.295,14.556,14.174
7954.263,15.043,14.539,5.627
7956.097,13.791,14.614,3.396
7957.928,14.386,14.622,3.057
7959.758,14.285,14.576,3.061
7961.594,14.560,14.534,3.441
7963.425,15.708,14.566,13.876
7965.262,16.087,14.643,46.033
7967.094,14.066,14.544,54.784
7968.931,13.537,14.492,25.615
7970.765,14.250,14.552,7.327
7972.598,14.519,14.525,4.540
7974.437,14.205,14.408,3.773
7976.271,14.044,14.419,4.733
7978.111,14.298,14.482,9.794
7979.946,14.711,14.437,19.944
7981.786,14.524,14.468,23.104
7983.622,14.573,14.498,12.932
7985.459,14.618,14.487,4.359
7987.300,14.326,14.506,3.760
7989.138,14.374,14.447,4.225
7990.980,14.490,14.544,6.098
7992.818,15.596,14.567,27.087
7994.662,14.654,14.573,59.106
7996.501,13.239,14.606,48.382
7998.345,13.839,14.579,14.926
8000.185,14.747,14.584,5.087
8002.025,14.591,14.530,4.454
8003.870,14.888,14.488,4.227
8005.712,14.881,14.491,3.820
8007.558,14.513,14.553,3.422
8009.400,14.337,14.643,3.410
8011.247,14.360,14.610,3.690
8013.090,14.233,14.588,7.340
8014.933,14.380,14.547,15.467
8016.781,14.741,14.510,16.199
8018.626,14.705,14.520,8.194
8020.475,14.252,14.548,5.366
8022.320,14.380,14.498,5.676
8024.170,14.877,14.576,8.549
8026.016,14.828,14.593,28.533
8027.862,14.606,14.530,41.336
8029.713,14.585,14.485,25.097
8031.561,14.500,14.527,8.377
8033.413,13.688,14.620,5.120
8035.261,12.648,14.603,3.853
8037.114,14.440,14.481,3.802
8038.963,15.088,14.414,3.635
8040.812,14.709,14.481,3.575
8042.666,15.010,14.555,3.789
8044.516,14.669,14.455,3.591
8046.371,14.726,14.484,3.374
8048.222,14.747,14.440,3.447
8050.078,14.686,14.436,4.658
8051.930,14.707,14.503,8.892
8053.783,14.835,14.492,12.418
8055.640,14.889,14.527,8.508
8057.493,14.858,14.446,4.109
8059.351,14.270,14.438,3.633
8061.205,14.210,14.541,8.072
8063.064,14.508,14.654,19.143
8064.919,14.499,14.644,19.639
8066.774,14.467,14.493,8.717
8068.634,14.508,14.584,3.832
8070.490,14.673,14.588,3.334
8072.352,14.914,14.586,3.252
8074.209,14.803,14.577,3.491
8076.070,14.571,14.434,3.890
8077.928,15.023,14.549,4.168
8079.787,14.229,14.502,4.033
8081.650,15.068,14.414,3.485
8083.509,15.076,14.448,3.544
8085.373,14.599,14.534,4.162
8087.233,14.878,14.511,4.607
8089.098,14.568,14.524,3.858
8090.959,15.057,14.553,3.282
8092.820,14.638,14.571,4.140
8094.686,14.191,14.616,6.538
8096.549,14.332,14.598,6.625
8098.416,14.701,14.442,4.356
8100.279,14.619,14.482,3.594
8102.147,14.026,14.368,6.779
8104.010,14.517,14.370,10.644
8105.875,14.637,14.458,8.742
8107.744,14.518,14.448,4.930
8109.609,14.744,14.334,3.766
8111.479,14.343,14.400,3.736
8113.345,14.163,14.439,3.545
8115.216,14.176,14.385,3.397
8117.083,14.449,14.398,3.275
8118.950,14.591,14.458,3.165
8120.823,14.422,14.399,3.207
8122.691,14.443,14.404,3.282
8124.564,14.321,14.407,3.356
8126.433,14.629,14.436,3.433
8128.307,14.585,14.504,3.618
8130.177,14.446,14.544,3.667
8132.051,14.476,14.509,3.693
8133.922,13.997,14.551,3.768
8135.793,14.712,14.497,3.827
8137.670,14.636,14.388,4.181
8139.542,14.277,14.406,5.275
8141.419,14.189,14.483,5.654
8143.291,14.205,14.404,4.199
8145.169,14.176,14.381,3.593
8147.043,14.879,14.378,5.093
8148.917,14.548,14.362,6.052
8150.796,14.319,14.373,4.554
8152.672,14.469,14.397,3.348
8154.551,14.510,14.403,3.175
8156.427,14.624,14.506,3.016
8158.308,14.549,14.470,3.093
8160.185,14.217,14.441,3.136
8162.062,14.319,14.447,3.265
8163.944,14.625,14.430,3.175
8165.823,14.548,14.402,3.162
8167.706,14.346,14.508,3.066
8169.585,14.608,14.529,3.115
8171.468,14.870,14.505,3.151
8173.348,14.543,14.481,3.338
8175.229,14.238,14.457,3.372
8177.114,14.446,14.437,3.373
8178.995,14.351,14.474,3.436
8180.881,14.424,14.452,3.752
8182.763,14.733,14.409,4.247
8184.650,14.646,14.407,4.555
8186.533,14.474,14.382,4.788
8188.416,14.603,14.295,5.030
8190.304,14.455,14.418,5.207
8192.188,14.466,14.343,4.850
8194.078,14.215,14.340,4.632
8195.963,14.307,14.354,5.663
8197.853,14.566,14.307,6.057
8199.738,14.474,14.296,4.790
8201.625,14.299,14.316,3.959
8203.516,14.293,14.422,3.995
8205.403,14.600,14.418,4.033
8207.295,14.576,14.349,4.184
8209.184,14.381,14.322,4.116
8211.077,14.580,14.332,3.840
8212.965,14.932,14.291,3.535
8214.855,14.471,14.249,3.443
8216.749,14.224,14.221,3.573
8218.639,14.433,14.258,3.445
8220.535,14.607,14.328,3.291
8222.426,14.542,14.372,3.187
8224.322,14.723,14.476,3.369
8226.214,14.355,14.373,3.568
8228.106,14.323,14.328,3.276
8230.004,14.296,14.311,2.982
8231.897,14.178,14.268,3.002
8233.795,14.227,14.279,2.979
8235.689,14.473,14.290,3.071
8237.589,14.839,14.229,3.073
8239.484,14.629,14.236,3.143
8241.379,14.594,14.257,3.435
8243.279,14.488,14.214,3.892
8245.176,14.029,14.151,3.763
8247.077,14.282,14.173,3.674
8248.974,14.422,14.102,4.107
8250.877,14.382,14.135,3.998
8252.775,14.271,14.236,3.355
8254.673,14.085,14.348,3.254
8256.577,14.057,14.456,3.646
8258.476,14.585,14.379,3.458
8260.381,14.487,14.369,3.081
8262.281,14.411,14.365,3.037
8264.186,14.555,14.395,3.034
8266.087,14.585,14.476,3.007
8267.989,14.498,14.527,3.088
8269.895,14.861,14.492,3.211
8271.798,14.631,14.399,3.159
8273.705,14.693,14.399,3.203
8275.609,14.959,14.424,3.424
8277.517,14.510,14.457,6.759
8279.421,13.874,14.520,15.389
8281.331,15.144,14.363,26.334
8283.236,14.165,14.346,32.805
8285.141,14.789,14.341,22.647
8287.052,15.740,14.344,17.795
8288.958,14.997,14.387,39.683
8290.870,13.663,14.411,45.124
8292.777,14.957,14.364,21.945
8294.689,14.349,14.516,6.824
8296.597,14.300,14.584,16.120
8298.506,13.729,14.587,40.284
8300.420,13.026,14.546,60.996
8302.329,13.787,14.392,40.038
8304.244,15.175,14.361,11.085
8306.154,14.335,14.354,4.951
8308.069,14.381,14.468,4.227
8309.981,14.315,14.379,8.554
8311.892,14.146,14.170,17.943
8313.809,14.696,14.265,16.178
8315.722,14.917,14.208,6.101
8317.639,14.666,14.239,3.671
8319.553,14.623,14.285,4.668
8321.471,15.110,14.339,4.334
8323.385,15.202,14.372,3.323
8325.300,14.526,14.350,3.112
8327.220,14.688,14.445,2.945
8329.136,14.768,14.490,2.844
8331.056,14.854,14.505,2.852
8332.973,14.735,14.461,2.917
8334.894,14.673,14.453,2.903
8336.812,14.813,14.574,3.167
8338.730,14.582,14.518,4.268
8340.653,14.863,14.578,4.820
8342.571,13.983,14.612,15.170
8344.495,13.266,14.567,75.821
8346.415,14.952,14.514,136.303
8348.340,17.342,14.501,76.111
8350.260,14.844,14.437,14.822
8352.181,15.272,14.453,20.197
8354.107,14.048,14.461,41.203
8356.029,14.540,14.485,34.507
8357.956,15.648,14.506,10.358
8359.878,14.543,14.445,4.006
8361.806,14.847,14.415,5.263
8363.730,14.318,14.435,9.154
8365.654,14.307,14.435,16.684
8367.583,14.323,14.374,15.845
8369.508,14.318,14.346,7.173
8371.438,14.677,14.430,3.365
8373.364,14.808,14.385,3.065
8375.295,14.336,14.500,3.107
8377.221,14.631,14.484,3.340
8379.149,15.052,14.445,4.009
8381.081,15.102,14.452,9.776
8383.009,14.812,14.363,26.071
8384.942,14.236,14.322,28.687
8386.871,14.480,14.348,11.799
8388.805,14.376,14.384,3.767
8390.735,14.209,14.395,3.639
8392.665,14.253,14.369,4.138
8394.600,14.382,14.324,3.851
8396.532,14.617,14.339,4.622
8398.468,15.051,14.377,32.615
8400.400,15.857,14.324,94.588
8402.337,15.618,14.328,78.927
8404.270,14.775,14.403,19.169
8406.203,14.597,14.410,3.644
8408.142,14.483,14.519,3.105
8410.076,14.559,14.459,3.035
8412.015,14.468,14.438,3.244
8413.950,14.391,14.498,8.522
8415.891,14.530,14.531,29.464
8417.827,14.710,14.463,33.832
8419.763,14.475,14.399,13.999
8421.705,14.195,14.381,3.893
8423.642,14.284,14.294,3.792
8425.585,13.971,14.204,4.333
8427.523,13.829,14.231,6.473
8429.466,14.314,14.366,36.988
8431.406,13.954,14.412,95.750
8433.350,15.433,14.404,81.544
8435.290,15.132,14.397,21.810
8437.230,14.615,14.413,5.231
8439.176,14.768,14.397,3.288
8441.118,14.596,14.342,2.905
8443.064,14.052,14.460,2.894
8445.006,14.353,14.535,2.863
8446.954,14.635,14.520,2.971
8448.897,14.593,14.497,3.181
8450.841,14.574,14.524,6.866
8452.789,14.601,14.542,23.913
8454.734,14.055,14.404,28.497
8456.684,14.491,14.398,13.085
8458.629,13.997,14.527,3.675
8460.580,14.333,14.539,3.187
8462.526,14.919,14.429,4.092
8464.473,14.377,14.446,23.375
8466.425,14.974,14.492,67.628
8468.372,14.995,14.453,60.041
8470.325,14.834,14.479,17.086
8472.274,14.657,14.510,3.644
8474.227,14.462,14.500,3.790
8476.177,14.419,14.529,4.905
8478.127,14.676,14.575,4.269
8480.082,14.221,14.602,3.116
8482.033,14.618,14.544,2.826
8483.989,14.702,14.488,2.755
8485.940,14.472,14.470,2.856
8487.897,14.699,14.471,2.950
8489.850,14.440,14.643,2.939
8491.803,14.706,14.749,4.600
8493.761,14.426,14.571,14.733
8495.715,14.893,14.482,20.216
8497.674,15.269,14.593,10.749
8499.629,14.352,14.586,4.123
8501.589,14.662,14.580,3.816
8503.545,15.245,14.678,10.070
8505.501,14.912,14.671,32.636
8507.462,14.923,14.592,36.691
8509.419,15.218,14.596,13.752
8511.382,14.823,14.704,3.527
8513.340,14.513,14.687,2.788
8515.303,14.565,14.672,2.789
8517.262,14.380,14.641,2.746
8519.221,14.641,14.681,2.859
8521.186,14.988,14.777,3.542
8523.146,14.629,14.770,3.656
8525.111,14.437,14.642,3.102
8527.073,14.543,14.564,2.825
8529.039,14.342,14.674,2.757
8531.001,14.286,14.748,2.789
8532.964,14.551,14.629,2.759
8534.931,14.731,14.470,2.714
8536.895,14.634,14.506,3.316
8538.863,14.951,14.638,7.433
8540.828,14.629,14.655,9.881
8542.797,14.548,14.648,6.219
8544.762,14.708,14.686,3.068
8546.728,14.659,14.691,3.758
8548.699,15.320,14.691,11.449
8550.666,14.922,14.701,17.980
8552.637,14.969,14.748,11.408
8554.605,15.051,14.866,4.356
8556.578,15.118,15.028,3.110
8558.546,15.427,15.113,2.778
8560.515,15.079,15.003,2.685
8562.489,15.075,14.979,2.766
8564.459,15.051,14.850,2.741
8566.434,14.866,14.789,2.702
8568.404,14.646,14.793,2.750
8570.380,14.553,14.606,2.839
8572.352,14.593,14.483,3.172
8574.324,14.534,14.461,3.508
8576.301,14.324,14.437,3.716
8578.274,14.269,14.398,3.797
8580.252,14.318,14.391,3.367
8582.226,14.189,14.410,2.868
8584.205,14.042,14.350,2.699
8586.180,14.219,14.350,2.960
8588.160,14.208,14.308,4.929
8590.136,14.271,14.318,7.074
8592.112,14.395,14.405,5.323
8594.093,14.302,14.429,3.357
8596.070,14.238,14.397,4.326
8598.052,14.208,14.417,7.989
8600.030,14.509,14.389,7.652
8602.013,14.837,14.435,4.180
8603.992,14.719,14.509,3.162
8605.972,14.389,14.391,3.087
8607.956,14.920,14.282,3.048
8609.936,14.734,14.326,3.284
8611.922,14.724,14.368,3.808
8613.903,14.777,14.402,4.796
8615.889,14.769,14.438,6.449
8617.871,14.750,14.423,8.162
8619.854,14.429,14.445,10.408
8621.842,14.586,14.653,12.843
8623.825,14.467,14.572,15.325
8625.814,14.533,14.424,18.433
8627.798,15.043,14.480,20.810
8629.788,15.128,14.561,22.128
8631.773,13.859,14.398,22.956
8633.759,14.486,14.427,22.519
8635.750,14.990,14.451,20.932
8637.736,14.968,14.399,18.630
8639.728,14.380,14.340,15.256
8641.716,13.736,14.353,12.854
8643.708,14.822,14.437,9.550
8645.697,14.580,14.345,6.313
8647.686,14.364,14.349,7.573
8649.680,14.176,14.384,13.055
8651.670,14.413,14.347,19.855
8653.665,15.209,14.307,20.277
8655.656,14.647,14.285,22.195
8657.652,15.050,14.298,23.402
8659.643,14.554,14.246,21.435
8661.635,14.216,14.249,23.810
8663.633,14.591,14.343,19.927
8665.626,14.682,14.388,19.666
8667.624,14.150,14.359,20.447
8669.618,14.400,14.253,15.875
8671.617,14.617,14.219,17.329
8673.612,14.516,14.278,13.810
8675.607,14.329,14.348,11.518
8677.608,14.339,14.346,12.508
8679.604,14.509,14.290,9.156
8681.606,14.443,14.242,8.539
8683.603,14.591,14.317,8.811
8685.605,14.752,14.329,6.100
8687.604,14.482,14.249,6.117
8689.602,14.043,14.297,5.888
8691.606,14.618,14.392,4.377
8693.605,14.670,14.301,4.707
8695.610,14.230,14.286,4.773
8697.611,14.460,14.263,4.099
8699.616,14.888,14.215,4.571
8701.618,14.372,14.307,5.676
8703.619,14.184,14.337,5.052
8705.626,14.612,14.241,4.158
8707.629,14.693,14.171,5.386
8709.637,14.716,14.204,5.889
8711.641,14.548,14.232,4.468
8713.650,14.048,14.140,3.505
8715.654,14.542,14.160,3.252
8717.659,14.506,14.092,3.302
8719.669,14.814,14.073,3.183
8721.675,14.697,14.126,3.194
8723.687,14.112,14.216,3.229
8725.693,13.995,14.288,3.474
8727.706,14.169,14.162,3.987
8729.713,13.994,14.076,3.958
8731.722,14.227,14.127,3.282
8733.735,14.486,14.195,3.078
8735.744,14.425,14.189,3.219
8737.759,14.319,14.147,3.551
8739.769,14.458,14.108,4.048
8741.784,14.275,14.152,4.154
8743.795,14.338,14.191,3.944
8745.812,14.253,14.165,3.656
8747.824,14.212,14.077,3.446
8749.836,14.597,13.983,3.578
8751.854,14.284,13.958,3.907
8753.867,13.979,13.941,3.600
8755.886,14.210,13.948,3.509
8757.900,14.323,13.972,7.547
8759.919,13.758,14.025,25.426
8761.935,13.194,14.113,54.204
8763.950,14.275,14.121,51.575
8765.971,14.705,14.110,31.290
8767.988,13.782,14.088,62.640
8770.010,13.130,14.103,77.822
8772.027,13.850,14.144,36.018
8774.050,15.066,14.143,7.525
8776.069,14.656,14.165,20.145
8778.088,13.457,14.240,64.895
8780.112,12.987,14.223,89.821
8782.132,13.650,14.175,46.413
8784.157,14.630,14.164,8.104
8786.177,14.827,14.128,3.540
8788.204,14.399,14.057,3.735
8790.225,14.311,14.220,10.561
8792.247,14.887,14.189,29.122
8794.275,14.834,14.130,25.690
8796.298,14.273,14.227,7.463
8798.326,14.426,14.299,3.368
8800.350,14.533,14.240,3.142
8802.380,14.119,14.297,3.304
8804.405,14.252,14.230,3.227
8806.430,14.402,14.212,2.968
8808.461,14.261,14.301,3.330
8810.487,14.341,14.268,5.413
8812.519,14.655,14.243,6.136
8814.546,14.179,14.373,4.158
8816.579,14.314,14.385,3.084
8818.607,14.309,14.292,3.122
8820.636,13.834,14.223,3.237
8822.670,13.927,14.200,3.481
8824.700,15.025,14.153,13.427
8826.735,15.269,14.170,106.904
8828.765,15.126,14.232,0.000
8830.801,14.983,14.282,126.101
8832.833,15.640,14.295,23.564
8834.865,14.904,14.270,20.401
8836.902,13.657,14.177,58.780
8838.935,14.164,14.227,70.380
8840.973,14.231,14.284,26.509
8843.007,14.391,14.262,4.321
8845.046,14.739,14.263,3.964
8847.081,14.604,14.378,5.397
8849.116,15.405,14.323,11.242
8851.157,15.432,14.259,22.927
8853.193,15.073,14.287,18.713
8855.234,14.915,14.268,5.849
8857.272,14.644,14.225,3.611
8859.314,14.045,14.367,3.535
8861.352,14.576,14.549,4.124
8863.391,14.776,14.570,5.828
8865.434,14.505,14.530,7.607
8867.474,14.741,14.483,27.780
8869.519,15.585,14.457,47.968
8871.559,15.787,14.457,27.254
8873.605,14.440,14.387,5.425
8875.646,13.861,14.358,3.161
8877.688,14.589,14.229,2.967
8879.735,14.228,14.213,3.021
8881.778,13.864,14.334,3.249
8883.826,14.892,14.328,9.591
8885.870,11.377,14.360,86.254
8887.919,14.134,14.317,144.696
8889.964,15.910,14.233,71.794
8892.009,14.896,14.087,9.879
8894.059,13.780,13.995,3.945
8896.105,14.209,14.118,4.137
8898.157,13.964,14.175,4.772
8900.204,14.476,14.196,4.496
8902.256,14.313,14.241,17.143
8904.304,13.562,14.237,53.266
8906.357,13.459,14.172,46.157
8908.406,14.280,14.158,12.874
8910.456,13.914,14.225,5.616
8912.510,14.288,14.176,4.924
8914.561,14.154,14.143,3.601
8916.616,14.293,14.130,4.467
8918.668,14.455,14.124,39.223
8920.724,15.243,14.174,0.000
8922.776,16.030,14.248,140.675
8924.829,14.097,14.274,30.284
8926.887,14.173,14.312,5.584
8928.941,14.467,14.367,6.390
8931.000,13.642,14.372,6.415
8933.054,13.915,14.288,4.415
8935.114,14.273,14.244,4.075
8937.170,14.081,14.141,4.455
8939.226,13.999,14.040,4.173
8941.287,14.231,14.033,5.452
8943.344,14.643,14.071,26.472
8945.406,14.785,14.025,48.174
8947.464,13.970,14.010,26.773
8949.528,13.803,14.108,5.429
8951.586,14.033,14.188,3.206
8953.646,13.917,14.247,3.155
8955.710,14.290,14.297,5.674
8957.771,15.913,14.277,54.294
8959.836,15.679,14.152,119.122
8961.897,14.616,14.081,68.718
8963.964,14.132,14.156,11.779
8966.026,14.003,14.236,3.743
8968.089,14.027,14.198,3.330
8970.157,14.248,14.103,3.663
8972.220,13.808,14.070,5.197
8974.289,14.074,14.019,5.064
8976.354,13.975,13.962,3.742
8978.424,13.859,13.956,3.664
8980.489,13.972,14.003,4.414
8982.555,13.952,14.039,5.280
8984.627,14.188,14.030,5.093
8986.693,13.810,13.889,7.111
8988.766,12.796,13.969,24.728
8990.834,12.336,14.182,34.674
8992.907,12.933,14.243,16.298
8994.976,14.333,14.068,6.421
8997.045,16.816,13.965,4.453
8999.120,17.405,14.047,5.756
9001.190,13.961,14.038,36.230
9003.266,13.036,14.022,69.650
9005.337,14.815,14.119,39.637
9007.413,13.338,14.243,5.999
9009.486,13.712,14.307,2.663
9011.558,13.865,14.245,2.556
9013.636,13.986,14.150,2.530
9015.710,13.380,14.110,2.420
9017.789,12.264,14.157,2.175
9019.863,12.261,14.207,2.532
9021.943,13.594,14.093,3.875
9024.019,13.136,14.352,3.846
9026.095,12.574,14.365,2.569
9028.176,12.718,14.244,2.873
9030.253,13.224,14.201,3.825
9032.335,13.548,14.140,3.648
9034.413,13.696,14.215,3.000
9036.497,14.560,14.034,4.231
9038.575,14.810,13.963,13.347
9040.655,14.590,14.062,16.954
9042.740,14.237,14.097,7.813
9044.820,13.804,13.941,4.109
9046.905,14.126,13.938,4.248
9048.987,13.893,13.952,12.889
9051.073,13.431,13.820,30.021
9053.156,13.386,13.679,23.093
9055.238,13.889,13.733,6.126
9057.326,14.317,13.975,3.754
9059.410,13.886,14.089,3.804
9061.499,14.077,14.144,3.223
9063.584,14.051,14.162,3.231
9065.674,13.847,14.227,4.100
9067.759,13.860,14.233,4.519
9069.850,13.925,14.073,4.677
9071.937,13.450,14.222,4.940
9074.024,13.591,14.175,4.032
9076.116,13.741,14.135,3.030
9078.204,13.873,14.015,2.930
9080.298,14.077,13.896,2.836
9082.386,14.023,14.015,2.757
9084.481,13.483,13.886,3.191
9086.571,13.616,13.828,3.494
9088.661,13.827,13.935,3.255
9090.757,13.712,14.029,3.257
9092.848,13.583,14.065,7.213
9094.945,13.763,14.108,10.187
9097.037,13.495,13.907,6.181
9099.135,13.802,13.860,3.376
9101.228,13.946,13.924,4.857
9103.322,13.816,13.985,13.099
9105.421,13.541,14.035,15.274
9107.516,13.407,14.094,7.237
9109.616,14.247,14.014,2.849
9111.712,13.670,13.928,2.727
9113.813,13.537,14.031,2.670
9115.909,13.913,14.081,2.645
9118.007,13.959,13.990,2.644
9120.109,13.615,14.003,2.533
9122.207,13.657,14.076,2.542
9124.311,13.584,13.930,2.630
9126.410,13.754,13.942,2.576
9128.514,14.183,14.033,2.584
9130.614,14.251,14.015,2.485
9132.715,13.816,13.932,2.587
9134.821,14.582,13.894,2.885
9136.922,14.010,13.964,3.203
9139.029,13.963,14.038,3.013
