# 1000 randomly selected quasars taken from the Shen SDSS DR7 Quasar Catalogue
# http://quasar.astro.illinois.edu/BH_mass/dr7.htm
# Columns are
# Right Ascension, Declination, redshift, log BH mass, log bolometric luminosity
2.505759999999999934e+02,3.535110000000000241e+01,1.511700000000000044e+00,9.241429999999999367e+00,4.672570000000000334e+01
1.895099999999999909e+02,5.980179999999999829e+00,7.137999999999999901e-01,8.833669999999999689e+00,4.574479999999999791e+01
2.564599999999999795e+02,3.293439999999999657e+01,6.806999999999999718e-01,8.172689999999999344e+00,4.502810000000000201e+01
1.655569999999999879e+02,6.717919999999999447e+01,1.955000000000000071e+00,9.123390000000000555e+00,4.543039999999999878e+01
1.488879999999999981e+01,1.479209999999999958e+01,1.871299999999999963e+00,9.176270000000000593e+00,4.666859999999999786e+01
3.316569999999999823e+02,2.134329999999999927e+01,5.403999999999999915e-01,7.803429999999999644e+00,4.571329999999999671e+01
1.280399999999999920e+02,2.377230000000000132e+01,2.389200000000000212e+00,9.692619999999999791e+00,4.656989999999999696e+01
1.252480000000000047e+02,4.578410000000000224e+01,2.056599999999999984e+00,9.347300000000000608e+00,4.690250000000000341e+01
1.914639999999999986e+02,1.084729999999999972e+00,2.808699999999999974e+00,9.265639999999999432e+00,4.730680000000000263e+01
2.181860000000000070e+02,6.272399999999999665e+01,4.411999999999999811e-01,7.930579999999999963e+00,4.499510000000000076e+01
1.776510000000000105e+02,2.201139999999999830e+01,3.228400000000000158e+00,9.135510000000000019e+00,4.637550000000000239e+01
7.797200000000000131e+00,-1.892199999999999993e-01,1.513099999999999890e+00,8.988609999999999545e+00,4.645669999999999789e+01
1.761889999999999930e+02,9.040739999999999554e+00,1.782999999999999918e+00,8.409340000000000259e+00,4.688680000000000092e+01
4.921580000000000155e+01,6.790789999999999882e-01,1.759200000000000097e+00,9.086719999999999686e+00,4.609369999999999834e+01
2.404029999999999916e+02,6.803550000000000431e+00,1.770499999999999963e+00,9.552120000000000388e+00,4.655709999999999837e+01
1.476359999999999957e+02,4.010150000000000148e+01,1.508699999999999930e+00,9.301429999999999865e+00,4.617150000000000176e+01
2.301970000000000027e+02,4.306600000000000428e+00,1.603399999999999936e+00,8.738260000000000360e+00,4.627830000000000155e+01
1.312560000000000002e+02,1.285389999999999944e+01,1.213300000000000045e+00,9.514570000000000860e+00,4.703410000000000224e+01
2.218040000000000020e+02,-1.366270000000000095e+00,4.027099999999999902e+00,8.785239999999999938e+00,4.699020000000000152e+01
1.447439999999999998e+02,3.770340000000000202e+01,6.312999999999999723e-01,8.169159999999999755e+00,4.528880000000000194e+01
2.045269999999999868e+02,-1.403569999999999984e+00,4.515000000000000124e-01,8.643869999999999720e+00,4.552539999999999765e+01
2.370120000000000005e+02,2.424739999999999895e+01,1.664600000000000080e+00,9.011169999999999902e+00,4.646309999999999718e+01
1.475209999999999866e+02,-3.367439999999999878e-01,1.775600000000000067e+00,9.488129999999999953e+00,4.709449999999999648e+01
2.063199999999999932e+02,4.292499999999999716e+01,1.669799999999999951e+00,9.282799999999999940e+00,4.676310000000000144e+01
1.655140000000000100e+02,2.647929999999999851e+01,1.477500000000000036e+00,9.157999999999999474e+00,4.673629999999999995e+01
2.460689999999999884e+02,2.820429999999999993e+01,1.812300000000000022e+00,9.401270000000000238e+00,4.616409999999999769e+01
2.567090000000000032e+02,3.231880000000000308e+01,1.100100000000000078e+00,9.024910000000000210e+00,4.616490000000000293e+01
1.910570000000000102e+00,9.765209999999999724e-01,1.848200000000000065e+00,8.353009999999999380e+00,4.630689999999999884e+01
2.208369999999999891e+02,6.026839999999999975e+01,1.764699999999999935e+00,8.324590000000000600e+00,4.600419999999999732e+01
1.561980000000000075e+02,4.677770000000000294e+01,1.681899999999999951e+00,9.167529999999999291e+00,4.655890000000000128e+01
1.349660000000000082e+02,4.464229999999999876e+01,1.606300000000000061e+00,9.096170000000000755e+00,4.643849999999999767e+01
1.657750000000000057e+02,5.746970000000000312e+01,1.764399999999999968e+00,9.694209999999999994e+00,4.658700000000000330e+01
1.810540000000000020e+02,3.080949999999999989e+01,5.762000000000000455e-01,8.635210000000000719e+00,4.554610000000000269e+01
1.640749999999999886e+02,1.706680000000000064e+01,1.537800000000000056e+00,8.546400000000000219e+00,4.635479999999999734e+01
1.432909999999999968e+02,6.045799999999999841e+00,1.453699999999999992e+00,8.429800000000000182e+00,4.614439999999999742e+01
2.264379999999999882e+02,4.129079999999999728e+01,1.524000000000000021e+00,9.359479999999999578e+00,4.673429999999999751e+01
1.283470000000000084e+02,7.229770000000000252e+00,1.497200000000000086e+00,8.887919999999999376e+00,4.622099999999999653e+01
1.244680000000000035e+02,3.566839999999999833e+01,9.733000000000000540e-01,8.750260000000000815e+00,4.627239999999999753e+01
2.448820000000000050e+02,1.264569999999999972e+01,4.806300000000000239e+00,9.293649999999999523e+00,4.702380000000000138e+01
2.121959999999999980e+01,-9.735290000000000887e+00,1.297500000000000098e+00,9.262330000000000396e+00,4.639849999999999852e+01
1.979590000000000032e+02,1.418299999999999983e+01,1.786899999999999933e+00,9.311600000000000321e+00,4.651650000000000063e+01
2.088259999999999934e+02,1.522600000000000087e+01,1.748299999999999965e+00,8.410019999999999385e+00,4.620799999999999841e+01
1.959099999999999966e+02,3.783140000000000214e+01,2.039000000000000146e+00,7.788230000000000430e+00,4.586800000000000210e+01
2.318060000000000116e+02,7.732660000000000089e+00,2.390699999999999825e+00,9.713800000000000878e+00,4.697910000000000252e+01
4.460849999999999760e+00,7.619669999999999499e-01,1.412199999999999900e+00,9.138260000000000716e+00,4.610009999999999764e+01
1.374569999999999936e+02,1.525590000000000046e+01,1.213100000000000067e+00,8.723670000000000258e+00,4.622079999999999700e+01
2.024519999999999982e+02,-2.007880000000000109e+00,1.356300000000000061e+00,9.434219999999999828e+00,4.654010000000000247e+01
1.769180000000000064e+02,3.757750000000000057e+01,1.297700000000000076e+00,8.958320000000000505e+00,4.617249999999999943e+01
1.446570000000000107e+02,5.134449999999999648e+01,5.603000000000000203e-01,8.670299999999999230e+00,4.580649999999999977e+01
1.402649999999999864e+02,2.534059999999999846e+01,4.510000000000000120e-01,8.452059999999999462e+00,4.566799999999999926e+01
3.115569999999999951e+01,9.725709999999999633e-01,2.781400000000000095e+00,9.331550000000000011e+00,4.655949999999999989e+01
1.396339999999999861e+02,4.619400000000000261e+01,1.883799999999999919e+00,9.450329999999999231e+00,4.664699999999999847e+01
1.300120000000000005e+02,5.228329999999999700e+01,7.299999999999999822e-01,8.893800000000000594e+00,4.574260000000000304e+01
2.234770000000000039e+02,4.359219999999999828e+01,1.339800000000000102e+00,8.939529999999999532e+00,4.639800000000000324e+01
3.390299999999999727e+02,-7.355749999999999789e-01,8.912999999999999812e-01,8.802870000000000417e+00,4.554429999999999978e+01
1.215930000000000035e+02,2.637559999999999860e+01,2.390400000000000080e+00,9.649409999999999599e+00,4.709199999999999875e+01
1.264590000000000032e+02,3.580109999999999815e+01,3.202100000000000168e+00,8.056540000000000035e+00,4.688580000000000325e+01
4.995669999999999789e+01,-8.257640000000000313e+00,1.816699999999999982e+00,9.130789999999999296e+00,4.650809999999999889e+01
1.380900000000000034e+02,2.121189999999999998e+01,5.768999999999999684e-01,9.103749999999999787e+00,4.602009999999999934e+01
2.598109999999999786e+02,3.139780000000000015e+01,1.353900000000000103e+00,8.907909999999999329e+00,4.657260000000000133e+01
1.168280000000000030e+02,1.856820000000000093e+01,7.838000000000000522e-01,9.217399999999999594e+00,4.578490000000000038e+01
1.323460000000000036e+02,3.197739999999999938e+01,2.137599999999999945e+00,7.970609999999999751e+00,4.610660000000000025e+01
1.234599999999999937e+02,8.758290000000000575e+00,3.351999999999999869e+00,8.335699999999999221e+00,4.674080000000000013e+01
1.792909999999999968e+02,9.102029999999999177e+00,3.044999999999999929e-01,8.017989999999999284e+00,4.521869999999999834e+01
1.859470000000000027e+02,3.284420000000000073e+01,1.736399999999999944e+00,9.156570000000000320e+00,4.632909999999999684e+01
1.559639999999999986e+02,2.816300000000000026e+01,1.256199999999999983e+00,9.375980000000000203e+00,4.592179999999999751e+01
3.004309999999999903e+01,7.440290000000000514e-01,1.664500000000000091e+00,8.898519999999999541e+00,4.590489999999999782e+01
1.634439999999999884e+02,5.602559999999999718e+01,6.458000000000000407e-01,8.435529999999999973e+00,4.574779999999999802e+01
1.207740000000000009e+02,5.053759999999999764e+01,3.246100000000000207e+00,9.083949999999999747e+00,4.672379999999999711e+01
1.469650000000000034e+02,5.850769999999999982e+01,9.459999999999999520e-01,9.339959999999999596e+00,4.556889999999999930e+01
1.315740000000000123e+02,2.541380000000000194e+00,8.158999999999999586e-01,8.593750000000000000e+00,4.561200000000000188e+01
1.235289999999999964e+02,2.473920000000000030e+01,1.847800000000000109e+00,9.200319999999999609e+00,4.639489999999999981e+01
2.486949999999999932e+02,2.243599999999999994e+01,1.847800000000000109e+00,8.766849999999999810e+00,4.615639999999999787e+01
1.386930000000000121e+02,4.428000000000000114e+01,7.306000000000000272e-01,8.770279999999999632e+00,4.570049999999999812e+01
4.685790000000000077e+01,6.192720000000000447e-01,2.115200000000000191e+00,9.843600000000000350e+00,4.695400000000000063e+01
1.447690000000000055e+02,4.506060000000000088e+01,9.401000000000000467e-01,8.908509999999999707e+00,4.608670000000000044e+01
1.215769999999999982e+02,2.816219999999999857e+01,1.659499999999999975e+00,9.871909999999999741e+00,4.664079999999999870e+01
2.292460000000000093e+02,1.360120000000000040e+01,1.828100000000000058e+00,9.630630000000000024e+00,4.663779999999999859e+01
1.930850000000000080e+02,3.133399999999999963e+01,1.450099999999999945e+00,9.337210000000000676e+00,4.675249999999999773e+01
5.576059999999999661e+01,-5.613889999999999603e+00,7.602999999999999758e-01,8.436510000000000176e+00,4.586540000000000106e+01
1.300610000000000070e+02,4.431940000000000168e+01,2.492300000000000182e+00,9.493890000000000384e+00,4.688419999999999987e+01
1.278960000000000008e+02,5.908479999999999954e+00,1.491800000000000015e+00,9.014960000000000306e+00,4.640409999999999968e+01
1.865550000000000068e+02,8.704689999999999372e+00,3.450000000000000178e+00,9.583299999999999486e+00,4.707410000000000139e+01
1.540469999999999970e+02,1.309839999999999893e+00,1.404700000000000060e+00,8.833080000000000709e+00,4.581589999999999918e+01
1.129229999999999912e+01,6.781589999999999563e-01,1.709899999999999975e+00,8.554470000000000240e+00,4.624629999999999797e+01
3.509809999999999945e+02,5.972650000000000459e-01,2.286500000000000199e+00,8.730339999999999989e+00,4.700359999999999872e+01
2.536740000000000066e+02,6.167190000000000083e+01,1.248199999999999976e+00,8.911020000000000607e+00,4.676539999999999964e+01
2.466459999999999866e+02,1.644999999999999929e+01,1.157599999999999962e+00,8.792260000000000630e+00,4.615400000000000347e+01
2.595629999999999882e+02,2.612659999999999982e+01,2.085300000000000153e+00,9.613149999999999196e+00,4.659060000000000201e+01
2.233880000000000052e+02,5.195179999999999865e+01,1.586200000000000054e+00,8.589919999999999334e+00,4.587160000000000082e+01
2.422239999999999895e+02,6.945580000000000087e-01,1.385599999999999943e+00,8.866540000000000532e+00,4.646929999999999694e+01
1.294919999999999902e+02,3.198120000000000118e+01,1.724599999999999911e+00,8.051729999999999166e+00,4.531029999999999802e+01
1.945869999999999891e+02,6.768280000000000030e+01,3.472000000000000086e-01,1.006359999999999921e+01,4.508270000000000266e+01
2.374799999999999898e+02,4.522820000000000107e+01,2.108999999999999986e+00,9.279019999999999158e+00,4.684720000000000084e+01
1.436810000000000116e+02,2.362030000000000030e+01,1.539500000000000091e+00,9.199490000000000833e+00,4.646000000000000085e+01
1.261389999999999958e+02,7.069639999999999702e+00,7.673999999999999710e-01,7.829780000000000406e+00,4.577909999999999968e+01
1.508609999999999900e+02,1.264059999999999917e+01,1.126200000000000090e+00,9.202339999999999520e+00,4.671099999999999852e+01
1.407990000000000066e+02,3.280649999999999977e+01,1.048699999999999966e+00,8.110720000000000596e+00,4.526659999999999684e+01
1.317489999999999952e+02,1.131939999999999991e+01,2.713999999999999968e+00,9.501409999999999911e+00,4.692669999999999675e+01
1.349950000000000045e+02,2.543240000000000123e+01,2.995000000000000107e+00,8.171549999999999869e+00,4.622950000000000159e+01
1.425809999999999889e+02,6.578070000000000306e+00,3.076900000000000190e+00,9.595959999999999823e+00,4.699680000000000035e+01
1.308449999999999989e+02,3.593880000000000052e+01,1.111199999999999966e+00,8.250149999999999650e+00,4.604760000000000275e+01
1.944780000000000086e+02,2.123270000000000124e+01,1.391399999999999970e+00,9.311980000000000146e+00,4.682820000000000249e+01
2.037079999999999984e+02,3.765950000000000131e+00,1.042799999999999949e+00,9.331379999999999342e+00,4.638179999999999836e+01
1.442570000000000050e+02,2.340990000000000038e+01,1.121399999999999952e+00,9.342420000000000613e+00,4.650759999999999650e+01
2.195479999999999876e+01,-9.120730000000000004e+00,6.332999999999999741e-01,9.324429999999999552e+00,4.538589999999999947e+01
2.235740000000000123e+02,1.028939999999999966e+00,1.818200000000000038e+00,8.997769999999999158e+00,4.618580000000000041e+01
1.341500000000000057e+02,3.106869999999999976e+01,2.300699999999999967e+00,8.737669999999999604e+00,4.685690000000000310e+01
2.084240000000000066e+02,4.318130000000000024e+01,1.114300000000000068e+00,8.889400000000000190e+00,4.690809999999999746e+01
2.115939999999999941e+02,-1.208560000000000079e+00,1.154099999999999904e+00,8.289189999999999614e+00,4.627759999999999962e+01
2.140629999999999882e+02,2.409909999999999997e+01,3.870999999999999996e+00,9.419819999999999638e+00,4.749000000000000199e+01
1.572239999999999895e+02,1.243950000000000067e+01,1.506000000000000005e+00,8.860670000000000712e+00,4.655639999999999645e+01
1.301589999999999918e+02,1.875629999999999953e+01,5.819999999999999618e-01,9.536369999999999791e+00,4.581459999999999866e+01
1.872529999999999859e+02,3.317949999999999733e+01,1.850600000000000023e+00,8.887660000000000338e+00,4.629059999999999775e+01
1.453859999999999957e+02,5.508509999999999707e+01,9.982999999999999652e-01,9.256690000000000751e+00,4.625820000000000221e+01
2.341970000000000027e+02,3.335459999999999781e+01,1.754099999999999993e+00,8.764739999999999753e+00,4.605469999999999686e+01
1.409159999999999968e+02,2.869089999999999918e+01,3.494200000000000195e+00,9.541520000000000223e+00,4.685249999999999915e+01
1.189440000000000026e+02,4.295589999999999975e+01,5.111999999999999877e-01,8.537079999999999558e+00,4.519519999999999982e+01
1.621399999999999864e+02,1.578969999999999985e+01,1.921200000000000019e+00,9.457000000000000739e+00,4.622099999999999653e+01
2.180730000000000075e+02,1.798399999999999999e+00,1.204599999999999893e+00,9.406409999999999272e+00,4.621410000000000196e+01
1.665049999999999955e+02,5.929350000000000165e+01,1.051800000000000068e+00,9.300990000000000535e+00,4.670369999999999777e+01
1.680800000000000125e+02,2.125960000000000072e+00,1.548699999999999966e+00,9.057270000000000820e+00,4.627420000000000044e+01
3.387730000000000246e+02,-8.630100000000000549e+00,1.414600000000000080e+00,9.252509999999999124e+00,4.666850000000000165e+01
1.486289999999999907e+02,5.827830000000000155e+01,8.802999999999999714e-01,8.615880000000000649e+00,4.621699999999999875e+01
1.937779999999999916e+02,3.195179999999999865e+01,1.129399999999999959e+00,9.059300000000000352e+00,4.625690000000000168e+01
1.674290000000000020e+02,5.697449999999999903e+01,1.862000000000000099e+00,9.192130000000000578e+00,4.663439999999999941e+01
2.472129999999999939e+02,2.604510000000000147e+01,1.275199999999999889e+00,8.793699999999999406e+00,4.625260000000000105e+01
1.279039999999999964e+02,3.080740000000000123e+01,1.000399999999999956e+00,9.582789999999999253e+00,4.615690000000000026e+01
1.685569999999999879e+01,-6.006070000000000020e-01,2.158100000000000129e+00,8.721949999999999648e+00,4.606159999999999854e+01
1.836239999999999952e+02,1.854909999999999926e+01,6.229999999999999982e-01,8.036780000000000257e+00,4.569879999999999853e+01
1.358249999999999886e+02,3.871770000000000156e+00,6.240999999999999881e-01,8.701959999999999695e+00,4.564569999999999794e+01
3.492950000000000159e+02,1.499050000000000105e-01,1.680199999999999916e+00,8.144830000000000680e+00,4.643769999999999953e+01
2.313509999999999991e+02,5.253490000000000038e+01,3.274000000000000243e-01,8.431710000000000704e+00,4.555100000000000193e+01
1.505320000000000107e+02,3.224320000000000164e+01,1.377599999999999936e+00,8.809799999999999187e+00,4.552830000000000155e+01
1.463729999999999905e+02,3.686440000000000339e+01,1.191200000000000037e+00,8.617710000000000647e+00,4.621379999999999910e+01
1.380420000000000016e+02,3.101500000000000057e+01,1.619699999999999918e+00,9.069620000000000459e+00,4.643560000000000088e+01
2.095159999999999911e+02,3.404840000000000089e+01,5.410000000000000364e-01,9.069440000000000168e+00,4.593169999999999931e+01
2.285550000000000068e+02,4.086610000000000298e+01,1.868300000000000072e+00,9.341129999999999711e+00,4.661030000000000229e+01
1.953530000000000086e+02,4.798599999999999710e+01,2.185500000000000220e+00,9.599280000000000257e+00,4.712210000000000321e+01
1.719379999999999882e+02,6.360510000000000019e+01,1.560200000000000031e+00,8.952059999999999462e+00,4.592830000000000013e+01
2.126990000000000123e+02,-4.319049999999999834e-01,1.501800000000000024e+00,9.575979999999999492e+00,4.670850000000000080e+01
1.933509999999999991e+02,3.727420000000000044e+01,1.907200000000000006e+00,9.313919999999999533e+00,4.675430000000000064e+01
2.102079999999999984e+02,3.234649999999999892e+01,1.417200000000000015e+00,9.106809999999999405e+00,4.656600000000000250e+01
1.523139999999999930e+02,5.434329999999999927e+01,3.539899999999999824e+00,9.200549999999999784e+00,4.667349999999999710e+01
1.463449999999999989e+02,3.990409999999999968e+01,3.026800000000000157e+00,9.095079999999999387e+00,4.663490000000000180e+01
1.384060000000000059e+02,3.181670000000000087e+01,3.011699999999999822e+00,9.167839999999999989e+00,4.684570000000000078e+01
2.456349999999999909e+02,1.428209999999999980e+01,7.782000000000000028e-01,9.211510000000000531e+00,4.637749999999999773e+01
2.442980000000000018e+02,6.642640000000000100e+00,2.293000000000000038e-01,8.446749999999999758e+00,4.526599999999999824e+01
1.591239999999999952e+02,1.203120000000000012e+01,2.085799999999999876e+00,9.063610000000000610e+00,4.682679999999999865e+01
1.053819999999999979e+01,7.603259999999999463e-01,1.667200000000000015e+00,9.075649999999999551e+00,4.627309999999999945e+01
1.896599999999999966e+02,4.744790000000000063e+00,1.629799999999999915e+00,8.998369999999999536e+00,4.665709999999999980e+01
1.517639999999999922e+01,1.083779999999999966e+00,6.383999999999999675e-01,8.394259999999999167e+00,4.529350000000000165e+01
1.277180000000000035e+02,1.742650000000000077e+01,1.190199999999999925e+00,8.903430000000000177e+00,4.629860000000000042e+01
1.651899999999999977e+02,5.947390000000000043e+01,1.699100000000000055e+00,9.326119999999999521e+00,4.652230000000000132e+01
1.216380000000000052e+02,1.563620000000000054e+01,9.993999999999999551e-01,8.696709999999999496e+00,4.641349999999999909e+01
2.044319999999999879e+02,5.083380000000000010e+00,8.294000000000000261e-01,8.577239999999999753e+00,4.604169999999999874e+01
2.460809999999999889e+02,3.490559999999999974e+01,1.676900000000000057e+00,9.057079999999999131e+00,4.650520000000000209e+01
2.134679999999999893e+02,2.337170000000000059e+01,8.691999999999999726e-01,8.664649999999999963e+00,4.604800000000000182e+01
2.335380000000000109e+02,9.276199999999999335e+00,5.594000000000000083e-01,8.996470000000000411e+00,4.610439999999999827e+01
1.754359999999999919e+00,-7.430710000000000370e-01,1.360800000000000010e+00,8.946440000000000836e+00,4.576760000000000161e+01
3.527679999999999723e+02,-7.103530000000000122e-01,1.353199999999999958e+00,8.873509999999999565e+00,4.615699999999999648e+01
3.124499999999999886e+02,-7.742830000000000545e-01,1.515200000000000102e+00,9.505890000000000839e+00,4.660349999999999682e+01
3.300359999999999872e+01,7.380299999999999361e-02,2.687899999999999956e+00,8.432090000000000529e+00,4.674770000000000181e+01
2.562540000000000191e+02,3.113569999999999993e+01,2.963999999999999968e+00,9.234540000000000859e+00,4.703199999999999648e+01
2.403750000000000000e+02,2.371499999999999986e+01,5.656999999999999806e-01,8.459410000000000096e+00,4.551209999999999667e+01
3.519900000000000091e+02,1.360440000000000005e+01,1.047400000000000109e+00,9.115809999999999746e+00,4.656949999999999790e+01
1.938360000000000127e+02,4.958409999999999940e+01,1.537199999999999900e+00,9.268909999999999982e+00,4.607009999999999650e+01
1.314629999999999939e+02,3.024129999999999896e+01,4.385000000000000009e-01,7.951410000000000089e+00,4.564359999999999928e+01
1.604619999999999891e+02,3.661860000000000070e+01,7.782999999999999918e-01,9.039369999999999905e+00,4.588369999999999749e+01
2.042199999999999989e+02,-1.483810000000000073e+00,1.858899999999999997e+00,9.322290000000000632e+00,4.696200000000000330e+01
3.310360000000000014e+02,9.136950000000000349e-01,2.111000000000000210e+00,9.342520000000000380e+00,4.662389999999999901e+01
1.354530000000000030e+02,3.914209999999999923e+01,1.554100000000000037e+00,8.835929999999999396e+00,4.620550000000000068e+01
2.596050000000000182e+02,5.348760000000000048e+01,1.681300000000000017e+00,9.072319999999999496e+00,4.592289999999999850e+01
1.867350000000000136e+02,6.419150000000000489e+01,1.478900000000000103e+00,9.089570000000000149e+00,4.672690000000000055e+01
1.978309999999999889e+02,3.165549999999999997e+01,1.489400000000000057e+00,8.915589999999999904e+00,4.662910000000000110e+01
2.103240000000000123e+02,3.939770000000000039e+01,6.323999999999999622e-01,8.036360000000000170e+00,4.581830000000000069e+01
1.959190000000000111e+02,3.656889999999999930e+01,1.879999999999999893e+00,9.626500000000000057e+00,4.667840000000000344e+01
2.282609999999999957e+02,1.824680000000000035e+01,1.298000000000000043e+00,8.823349999999999582e+00,4.642830000000000013e+01
2.249180000000000064e+02,1.080380000000000074e+01,1.638400000000000079e+00,8.754989999999999384e+00,4.648279999999999745e+01
1.699499999999999886e+02,5.209810000000000230e+01,3.564999999999999836e-01,8.466910000000000380e+00,4.574280000000000257e+01
2.282030000000000030e+02,4.520369999999999777e+01,2.018400000000000194e+00,9.360590000000000188e+00,4.699150000000000205e+01
2.477199999999999989e+02,3.761440000000000339e+01,1.609299999999999953e+00,8.943410000000000082e+00,4.642379999999999995e+01
2.462280000000000086e+02,1.430129999999999946e+01,1.766699999999999937e+00,8.284340000000000259e+00,4.663040000000000163e+01
2.568210000000000264e+02,3.155160000000000053e+01,1.488299999999999956e+00,9.040179999999999438e+00,4.632119999999999749e+01
1.334480000000000075e+02,5.617900000000000205e+01,1.793400000000000105e+00,8.764910000000000423e+00,4.608160000000000167e+01
2.562970000000000255e+02,3.210979999999999990e+01,5.553000000000000158e-01,7.843160000000000132e+00,4.479860000000000042e+01
1.707609999999999957e+02,3.006370000000000076e+01,8.243000000000000327e-01,8.548209999999999198e+00,4.629169999999999874e+01
4.736919999999999931e+01,-6.379599999999999937e+00,1.922600000000000087e+00,9.180369999999999919e+00,4.632220000000000226e+01
1.410250000000000057e+02,2.632239999999999824e+01,1.340400000000000036e+00,9.597189999999999444e+00,4.606300000000000239e+01
2.275010000000000048e+02,1.713269999999999982e+01,2.431999999999999995e-01,8.278650000000000730e+00,4.502219999999999800e+01
1.250660000000000025e+02,2.445670000000000144e+01,2.060000000000000053e+00,8.937770000000000437e+00,4.668610000000000326e+01
1.612529999999999859e+02,3.355330000000000013e+01,1.779199999999999893e+00,9.528019999999999712e+00,4.613629999999999853e+01
2.444579999999999984e+02,5.005740000000000123e+01,1.717200000000000060e+00,8.958479999999999777e+00,4.577929999999999922e+01
2.490769999999999982e+02,4.184969999999999857e+01,1.179499999999999993e+00,8.968030000000000612e+00,4.614580000000000126e+01
4.752159999999999940e+01,-1.208569999999999922e+00,7.733999999999999764e-01,8.499879999999999214e+00,4.574600000000000222e+01
2.414439999999999884e+02,3.565749999999999975e+00,9.865000000000000435e-01,9.249370000000000758e+00,4.622480000000000189e+01
2.081479999999999961e+02,4.805700000000000216e+01,9.667999999999999927e-01,9.031449999999999534e+00,4.598760000000000048e+01
2.161349999999999909e+02,3.701700000000000301e+01,2.025900000000000034e+00,9.761559999999999349e+00,4.698069999999999879e+01
1.410819999999999936e+02,2.080369999999999919e+01,1.507800000000000029e+00,9.127710000000000434e+00,4.601749999999999829e+01
1.788129999999999882e+02,6.773180000000000689e+01,1.847299999999999942e+00,9.131930000000000547e+00,4.665870000000000317e+01
2.047450000000000045e+02,2.795319999999999894e+01,3.323799999999999866e+00,8.620770000000000266e+00,4.679030000000000200e+01
1.866730000000000018e+02,-2.222579999999999778e+00,9.379999999999999449e-01,8.535479999999999734e+00,4.612259999999999849e+01
3.176360000000000241e+02,-5.848900000000000432e+00,1.801600000000000090e+00,9.018069999999999808e+00,4.690460000000000207e+01
1.572270000000000039e+02,3.417699999999999960e+01,2.409699999999999953e+00,9.401590000000000558e+00,4.596110000000000184e+01
1.736560000000000059e+02,2.305099999999999838e+01,4.153999999999999915e+00,1.049300000000000033e+01,4.696999999999999886e+01
1.764979999999999905e+02,4.621920000000000073e+01,1.544000000000000095e-01,7.991959999999999731e+00,4.508840000000000003e+01
3.292459999999999809e+02,3.591369999999999840e-01,1.995000000000000107e+00,8.798759999999999692e+00,4.611169999999999902e+01
1.881359999999999957e+02,1.820299999999999940e+01,1.612300000000000066e+00,9.971849999999999881e+00,4.679959999999999809e+01
2.086479999999999961e+02,1.140210000000000079e+01,1.200900000000000079e+00,9.382910000000000750e+00,4.617320000000000135e+01
1.871839999999999975e+02,6.443489999999999895e+01,2.431799999999999962e+00,9.481320000000000192e+00,4.695909999999999940e+01
1.894139999999999873e+02,1.874810000000000088e+01,1.462599999999999900e+00,9.253560000000000230e+00,4.676809999999999690e+01
5.538029999999999831e+01,-1.234459999999999891e+00,1.790899999999999936e+00,8.902419999999999334e+00,4.629729999999999990e+01
1.437640000000000100e+02,5.004610000000000447e-01,1.470199999999999951e+00,8.687649999999999650e+00,4.600050000000000239e+01
3.381870000000000118e+02,2.526109999999999745e-01,5.662000000000000366e-01,8.709189999999999543e+00,4.529090000000000060e+01
1.685850000000000080e+02,1.017019999999999946e+01,7.227000000000000091e-01,1.018900000000000006e+01,4.528190000000000026e+01
2.389979999999999905e+02,3.906819999999999737e+01,8.306000000000000050e-01,8.712540000000000617e+00,4.580019999999999669e+01
2.421839999999999975e+02,5.938399999999999679e+00,1.866700000000000026e+00,9.376039999999999708e+00,4.664999999999999858e+01
1.169620000000000033e+02,3.979319999999999879e+01,1.935699999999999976e+00,8.943989999999999441e+00,4.606689999999999685e+01
5.422630000000000194e+01,6.506399999999999684e-02,8.939000000000000279e-01,8.747460000000000235e+00,4.558189999999999742e+01
1.737410000000000139e+02,5.855180000000000007e+01,1.438700000000000090e+00,9.191679999999999851e+00,4.688210000000000122e+01
3.252980000000000018e+02,1.137569999999999970e+00,1.330899999999999972e+00,9.623499999999999943e+00,4.638819999999999766e+01
1.394790000000000134e+02,3.156859999999999999e+01,3.037700000000000067e+00,9.140399999999999636e+00,4.625780000000000314e+01
2.178729999999999905e+02,2.928659999999999997e+01,2.555999999999999939e-01,8.331279999999999575e+00,4.546359999999999957e+01
1.931769999999999925e+02,2.821340000000000003e+01,1.724199999999999955e+00,9.723829999999999529e+00,4.701440000000000197e+01
1.802609999999999957e+02,4.090019999999999767e-01,1.169899999999999940e+00,9.127700000000000813e+00,4.682070000000000221e+01
1.582500000000000000e+02,4.354700000000000237e+00,1.014399999999999968e+00,9.173970000000000624e+00,4.657620000000000005e+01
1.961459999999999866e+02,1.879690000000000083e+01,6.415999999999999481e-01,8.762380000000000280e+00,4.674399999999999977e+01
2.345380000000000109e+02,4.319870000000000232e+01,2.342499999999999805e+00,9.535539999999999239e+00,4.687559999999999860e+01
1.374439999999999884e+02,1.229759999999999920e+01,2.045599999999999863e+00,9.334780000000000300e+00,4.653810000000000002e+01
1.506100000000000136e+02,3.204440000000000310e+01,3.845999999999999974e-01,8.077569999999999695e+00,4.532220000000000226e+01
1.182139999999999986e+02,5.275769999999999982e+01,1.952099999999999946e+00,8.792370000000000019e+00,4.665590000000000259e+01
